"","region","LATITUDE","LONGITUDE","SURVEY_DATE","TRAP_COUNT_RAW","year","JULIAN","DDs","propsBLH","CumProps"
"16","Basin City",46.6073027775,-119.178252775,2007-04-23,0,2007,113,108.088514764953,0,0.000890207715133531
"17","Mattawa",46.7203222216667,-119.712027783333,2007-04-23,0,2007,113,115.4049906806,0,0.00155199172271081
"18","Othello",46.9465727272727,-119.008827781818,2007-04-23,0.0606060606060606,2007,113,89.4349364663573,0.000313629576280752,0.000627259152561503
"19","Quincy",47.0975097225,-119.64105,2007-04-23,0.166666666666667,2007,113,87.3634861215108,0.000767754318618042,0.00230326295585413
"20","Royal City",46.925333334,-119.53401668,2007-04-23,0.2,2007,113,95.7788314617357,0.000939408172851104,0.00187881634570221
"21","Basin City",46.6073027775,-119.178252775,2007-04-30,1.25,2007,120,140.877297081572,0.00445103857566766,0.00534124629080119
"22","Mattawa",46.7203222216667,-119.712027783333,2007-04-30,1,2007,120,150.299371506268,0.00310398344542162,0.00465597516813244
"23","Othello",46.9465727272727,-119.008827781818,2007-04-30,0.0909090909090909,2007,120,117.899284171999,0.000470444364421127,0.00109770351698263
"24","Quincy",47.0975097225,-119.64105,2007-04-30,0.25,2007,120,116.403087556918,0.00115163147792706,0.00345489443378119
"25","Royal City",46.925333334,-119.53401668,2007-04-30,0,2007,120,126.44958668243,0,0.00187881634570221
"26","Basin City",46.6073027775,-119.178252775,2007-05-07,0.5,2007,127,167.381979025994,0.00178041543026706,0.00712166172106825
"27","Mattawa",46.7203222216667,-119.712027783333,2007-05-07,0.166666666666667,2007,127,181.161871729127,0.000517330574236937,0.00517330574236937
"28","Othello",46.9465727272727,-119.008827781818,2007-05-07,0.212121212121212,2007,127,141.317801950899,0.00109770351698263,0.00219540703396526
"29","Quincy",47.0975097225,-119.64105,2007-05-07,0.0833333333333333,2007,127,142.959435679008,0.000383877159309021,0.00383877159309021
"30","Royal City",46.925333334,-119.53401668,2007-05-07,0,2007,127,153.807926445181,0,0.00187881634570221
"31","Basin City",46.6073027775,-119.178252775,2007-05-14,1.41666666666667,2007,134,218.84761853967,0.00504451038575668,0.0121661721068249
"32","Mattawa",46.7203222216667,-119.712027783333,2007-05-14,0.5,2007,134,235.607228526058,0.00155199172271081,0.00672529746508019
"33","Othello",46.9465727272727,-119.008827781818,2007-05-14,0.242424242424242,2007,134,190.020250520623,0.00125451830512301,0.00344992533908827
"34","Quincy",47.0975097225,-119.64105,2007-05-14,0.0833333333333333,2007,134,190.953137544391,0.000383877159309021,0.00422264875239923
"35","Royal City",46.925333334,-119.53401668,2007-05-14,0.4,2007,134,203.605928874691,0.00187881634570221,0.00375763269140442
"36","Basin City",46.6073027775,-119.178252775,2007-05-21,2,2007,141,266.066963857077,0.00712166172106825,0.0192878338278932
"37","Mattawa",46.7203222216667,-119.712027783333,2007-05-21,6.33333333333333,2007,141,284.848878975971,0.0196585618210036,0.0263838592860838
"38","Othello",46.9465727272727,-119.008827781818,2007-05-21,0.303030303030303,2007,141,234.355284952111,0.00156814788140376,0.00501807322049203
"39","Quincy",47.0975097225,-119.64105,2007-05-21,0.25,2007,141,235.133449942817,0.00115163147792706,0.00537428023032629
"40","Royal City",46.925333334,-119.53401668,2007-05-21,1.8,2007,141,249.043607608724,0.00845467355565993,0.0122123062470643
"41","Basin City",46.6073027775,-119.178252775,2007-05-29,6.08333333333333,2007,149,321.929320966646,0.0216617210682493,0.0409495548961424
"42","Mattawa",46.7203222216667,-119.712027783333,2007-05-29,11.6666666666667,2007,149,346.339828294477,0.0362131401965856,0.0625969994826694
"43","Othello",46.9465727272727,-119.008827781818,2007-05-29,1.5625,2007,149,285.896400398606,0.00808576251348813,0.0131038357339802
"44","Quincy",47.0975097225,-119.64105,2007-05-29,4.08333333333333,2007,149,289.884381923304,0.018809980806142,0.0241842610364683
"45","Royal City",46.925333334,-119.53401668,2007-05-29,11.8,2007,149,305.118634184074,0.0554250821982151,0.0676373884452795
"46","Basin City",46.6073027775,-119.178252775,2007-06-04,13.6666666666667,2007,155,396.949880093141,0.0486646884272997,0.0896142433234421
"47","Mattawa",46.7203222216667,-119.712027783333,2007-06-04,35.8333333333333,2007,155,423.944351125498,0.111226073460942,0.173823072943611
"48","Othello",46.9465727272727,-119.008827781818,2007-06-04,7.54545454545455,2007,155,358.73168163749,0.0390468822469536,0.0521507179809337
"49","Quincy",47.0975097225,-119.64105,2007-06-04,14.0833333333333,2007,155,364.146120308149,0.0648752399232246,0.0890595009596929
"50","Royal City",46.925333334,-119.53401668,2007-06-04,49,2007,155,379.68976670076,0.23015500234852,0.2977923907938
"51","Basin City",46.6073027775,-119.178252775,2007-06-13,20.6666666666667,2007,164,456.985851390254,0.0735905044510386,0.163204747774481
"52","Mattawa",46.7203222216667,-119.712027783333,2007-06-13,51,2007,164,487.15436719308,0.158303155716503,0.332126228660114
"53","Othello",46.9465727272727,-119.008827781818,2007-06-13,5.6969696969697,2007,164,413.114349647621,0.0294811801703906,0.0816318981513244
"54","Quincy",47.0975097225,-119.64105,2007-06-13,3.58333333333333,2007,164,418.299579969498,0.0165067178502879,0.105566218809981
"55","Royal City",46.925333334,-119.53401668,2007-06-13,16,2007,164,435.759024902544,0.0751526538280883,0.372945044621888
"56","Basin City",46.6073027775,-119.178252775,2007-06-18,16.9166666666667,2007,169,495.142944348057,0.0602373887240356,0.223442136498516
"57","Mattawa",46.7203222216667,-119.712027783333,2007-06-18,21.5,2007,169,528.407700526413,0.0667356440765649,0.398861872736679
"58","Othello",46.9465727272727,-119.008827781818,2007-06-18,5.39393939393939,2007,169,447.753926888312,0.0279130322889869,0.109544930440311
"59","Quincy",47.0975097225,-119.64105,2007-06-18,5.75,2007,169,454.408325416777,0.0264875239923225,0.132053742802303
"60","Royal City",46.925333334,-119.53401668,2007-06-18,7.6,2007,169,473.116024902544,0.0356975105683419,0.40864255519023
"61","Basin City",46.6073027775,-119.178252775,2007-06-25,23,2007,176,560.141392738558,0.0818991097922849,0.305341246290801
"62","Mattawa",46.7203222216667,-119.712027783333,2007-06-25,36.1666666666667,2007,176,595.870781501063,0.112260734609415,0.511122607346094
"63","Othello",46.9465727272727,-119.008827781818,2007-06-25,13.1212121212121,2007,176,508.43130578225,0.0679008032647827,0.177445733705094
"64","Quincy",47.0975097225,-119.64105,2007-06-25,12.5,2007,176,516.154326969063,0.0575815738963532,0.189635316698656
"65","Royal City",46.925333334,-119.53401668,2007-06-25,24.5,2007,176,536.254719499668,0.11507750117426,0.52372005636449
"66","Basin City",46.6073027775,-119.178252775,2007-07-02,33.0833333333333,2007,183,633.868173032404,0.117804154302671,0.423145400593472
"67","Mattawa",46.7203222216667,-119.712027783333,2007-07-02,21.6666666666667,2007,183,670.127135511742,0.0672529746508019,0.578375581996896
"68","Othello",46.9465727272727,-119.008827781818,2007-07-02,10.6666666666667,2007,183,578.806746491841,0.0551988054254123,0.232644539130506
"69","Quincy",47.0975097225,-119.64105,2007-07-02,9.16666666666667,2007,183,584.580138811756,0.0422264875239923,0.231861804222649
"70","Royal City",46.925333334,-119.53401668,2007-07-02,6,2007,183,606.10046530158,0.0281822451855331,0.551902301550024
"71","Basin City",46.6073027775,-119.178252775,2007-07-09,30,2007,190,736.084487793941,0.106824925816024,0.529970326409496
"72","Mattawa",46.7203222216667,-119.712027783333,2007-07-09,22.8333333333333,2007,190,776.216351849389,0.0708742886704604,0.649249870667356
"73","Othello",46.9465727272727,-119.008827781818,2007-07-09,10.25,2007,190,678.988330184417,0.0530426020884821,0.285687141218988
"74","Quincy",47.0975097225,-119.64105,2007-07-09,12.5,2007,190,688.497866070677,0.0575815738963532,0.289443378119002
"75","Royal City",46.925333334,-119.53401668,2007-07-09,7.4,2007,190,709.995943674872,0.0347581023954908,0.586660403945514
"76","Basin City",46.6073027775,-119.178252775,2007-07-16,19.4166666666667,2007,197,846.117845378249,0.0691394658753709,0.599109792284866
"77","Mattawa",46.7203222216667,-119.712027783333,2007-07-16,8,2007,197,889.25211692336,0.024831867563373,0.674081738230729
"78","Othello",46.9465727272727,-119.008827781818,2007-07-16,8.6969696969697,2007,197,787.468626961091,0.0450058441962879,0.330692985415276
"79","Quincy",47.0975097225,-119.64105,2007-07-16,8.33333333333333,2007,197,799.70786269583,0.0383877159309021,0.327831094049904
"80","Royal City",46.925333334,-119.53401668,2007-07-16,5,2007,197,821.165989068504,0.0234852043212776,0.610145608266792
"81","Basin City",46.6073027775,-119.178252775,2007-07-23,7.91666666666667,2007,204,941.482006382013,0.0281899109792285,0.627299703264095
"82","Mattawa",46.7203222216667,-119.712027783333,2007-07-23,8.5,2007,204,985.777442599682,0.0263838592860838,0.700465597516813
"83","Othello",46.9465727272727,-119.008827781818,2007-07-23,5.96875,2007,204,879.488662123103,0.0308876128015246,0.361580598216801
"84","Quincy",47.0975097225,-119.64105,2007-07-23,4.08333333333333,2007,204,891.568250692434,0.018809980806142,0.346641074856046
"85","Royal City",46.925333334,-119.53401668,2007-07-23,4.4,2007,204,914.373269559381,0.0206669798027243,0.630812588069516
"86","Basin City",46.6073027775,-119.178252775,2007-07-30,9.16666666666667,2007,211,1039.23747706088,0.0326409495548961,0.659940652818991
"87","Mattawa",46.7203222216667,-119.712027783333,2007-07-30,19,2007,211,1085.8984298467,0.0589756854630109,0.759441282979824
"88","Othello",46.9465727272727,-119.008827781818,2007-07-30,5.6875,2007,211,973.728891571877,0.0294321755490968,0.391012773765898
"89","Quincy",47.0975097225,-119.64105,2007-07-30,8.41666666666667,2007,211,987.9034441902,0.0387715930902111,0.385412667946257
"90","Royal City",46.925333334,-119.53401668,2007-07-30,7.4,2007,211,1011.50912835875,0.0347581023954908,0.665570690465007
"91","Basin City",46.6073027775,-119.178252775,2007-08-06,21.4166666666667,2007,218,1130.30364768987,0.0762611275964392,0.73620178041543
"92","Mattawa",46.7203222216667,-119.712027783333,2007-08-06,17.6666666666667,2007,218,1181.13630071697,0.0548370408691154,0.814278323848939
"93","Othello",46.9465727272727,-119.008827781818,2007-08-06,6.90909090909091,2007,218,1062.48074254582,0.0357537716960057,0.426766545461903
"94","Quincy",47.0975097225,-119.64105,2007-08-06,8.5,2007,218,1081.15039899012,0.0391554702495202,0.424568138195777
"95","Royal City",46.925333334,-119.53401668,2007-08-06,10.6,2007,218,1103.97570061316,0.0497886331611085,0.715359323626116
"96","Basin City",46.6073027775,-119.178252775,2007-08-13,10.8333333333333,2007,225,1207.07458177583,0.0385756676557864,0.774777448071217
"97","Mattawa",46.7203222216667,-119.712027783333,2007-08-13,6.16666666666667,2007,225,1261.57861022403,0.0191412312467667,0.833419555095706
"98","Othello",46.9465727272727,-119.008827781818,2007-08-13,5.84848484848485,2007,225,1134.58027850941,0.0302652541110925,0.457031799572996
"99","Quincy",47.0975097225,-119.64105,2007-08-13,10.0833333333333,2007,225,1156.08827012439,0.0464491362763916,0.471017274472169
"100","Royal City",46.925333334,-119.53401668,2007-08-13,4.6,2007,225,1179.91403571174,0.0216063879755754,0.736965711601691
"101","Basin City",46.6073027775,-119.178252775,2007-08-20,10.1666666666667,2007,232,1283.84245687614,0.0362017804154303,0.810979228486647
"102","Mattawa",46.7203222216667,-119.712027783333,2007-08-20,4.83333333333333,2007,232,1341.94778249272,0.0150025866528712,0.848422141748577
"103","Othello",46.9465727272727,-119.008827781818,2007-08-20,6.125,2007,232,1207.72506108295,0.0316961890528735,0.488727988625869
"104","Quincy",47.0975097225,-119.64105,2007-08-20,9.83333333333333,2007,232,1231.3425410862,0.0452975047984645,0.516314779270633
"105","Royal City",46.925333334,-119.53401668,2007-08-20,4.2,2007,232,1256.25765248113,0.0197275716298732,0.756693283231564
"106","Basin City",46.6073027775,-119.178252775,2007-08-27,5.08333333333333,2007,239,1356.92583299111,0.0181008902077151,0.829080118694362
"107","Mattawa",46.7203222216667,-119.712027783333,2007-08-27,4.83333333333333,2007,239,1418.31997210199,0.0150025866528712,0.863424728401449
"108","Othello",46.9465727272727,-119.008827781818,2007-08-27,4.06060606060606,2007,239,1277.06710416935,0.0210131816108104,0.50974117023668
"109","Quincy",47.0975097225,-119.64105,2007-08-27,5.25,2007,239,1302.87242189294,0.0241842610364683,0.540499040307102
"110","Royal City",46.925333334,-119.53401668,2007-08-27,3.4,2007,239,1328.42821534842,0.0159699389384688,0.772663222170033
"111","Basin City",46.6073027775,-119.178252775,2007-09-03,4.58333333333333,2007,246,1440.01022679002,0.0163204747774481,0.84540059347181
"112","Mattawa",46.7203222216667,-119.712027783333,2007-09-03,3.33333333333333,2007,246,1502.51058191053,0.0103466114847387,0.873771339886187
"113","Othello",46.9465727272727,-119.008827781818,2007-09-03,3.75757575757576,2007,246,1356.44617861239,0.0194450337294066,0.529186203966086
"114","Quincy",47.0975097225,-119.64105,2007-09-03,7,2007,246,1382.54517791362,0.0322456813819578,0.572744721689059
"115","Royal City",46.925333334,-119.53401668,2007-09-03,2.6,2007,246,1409.46030538611,0.0122123062470643,0.784875528417097
"116","Basin City",46.6073027775,-119.178252775,2007-09-10,3.41666666666667,2007,253,1509.77610714673,0.0121661721068249,0.857566765578635
"117","Mattawa",46.7203222216667,-119.712027783333,2007-09-10,3,2007,253,1580.32668536911,0.00931195033626487,0.883083290222452
"118","Othello",46.9465727272727,-119.008827781818,2007-09-10,1.87878787878788,2007,253,1423.43020608965,0.0097225168647033,0.53890872083079
"119","Quincy",47.0975097225,-119.64105,2007-09-10,3.58333333333333,2007,253,1456.23503300569,0.0165067178502879,0.589251439539347
"120","Royal City",46.925333334,-119.53401668,2007-09-10,1,2007,253,1483.25009475774,0.00469704086425552,0.789572569281353
"121","Basin City",46.6073027775,-119.178252775,2007-09-17,2.58333333333333,2007,260,1576.7339963958,0.00919881305637982,0.866765578635015
"122","Mattawa",46.7203222216667,-119.712027783333,2007-09-17,2,2007,260,1648.22457641688,0.00620796689084325,0.889291257113295
"123","Othello",46.9465727272727,-119.008827781818,2007-09-17,2.72727272727273,2007,260,1487.75809855617,0.0141133309326338,0.553022051763423
"124","Quincy",47.0975097225,-119.64105,2007-09-17,4.41666666666667,2007,260,1521.14209683783,0.0203454894433781,0.609596928982726
"125","Royal City",46.925333334,-119.53401668,2007-09-17,1.2,2007,260,1548.55307490255,0.00563644903710662,0.795209018318459
"126","Basin City",46.6073027775,-119.178252775,2007-09-24,0.916666666666667,2007,267,1611.44055237015,0.00326409495548961,0.870029673590505
"127","Mattawa",46.7203222216667,-119.712027783333,2007-09-24,1.33333333333333,2007,267,1688.09119221358,0.0041386445938955,0.893429901707191
"128","Othello",46.9465727272727,-119.008827781818,2007-09-24,2.09090909090909,2007,267,1519.33272346565,0.0108202203816859,0.563842272145109
"129","Quincy",47.0975097225,-119.64105,2007-09-24,2,2007,267,1555.76891855121,0.00921305182341651,0.618809980806142
"130","Royal City",46.925333334,-119.53401668,2007-09-24,1,2007,267,1583.96618057234,0.00469704086425552,0.799906059182715
"131","Basin City",46.6073027775,-119.178252775,2007-10-01,1.25,2007,274,1641.31893910177,0.00445103857566766,0.874480712166172
"132","Mattawa",46.7203222216667,-119.712027783333,2007-10-01,0.333333333333333,2007,274,1720.43183378701,0.00103466114847387,0.894464562855665
"133","Othello",46.9465727272727,-119.008827781818,2007-10-01,8.78787878787879,2007,274,1546.07168924212,0.045476288560709,0.609318560705818
"134","Quincy",47.0975097225,-119.64105,2007-10-01,2.83333333333333,2007,274,1582.34016516271,0.0130518234165067,0.631861804222649
"135","Royal City",46.925333334,-119.53401668,2007-10-01,3.2,2007,274,1612.28527868082,0.0150305307656177,0.814936589948333
"136","Basin City",46.6073027775,-119.178252775,2007-10-08,2.75,2007,281,1662.70925907529,0.00979228486646884,0.884272997032641
"137","Mattawa",46.7203222216667,-119.712027783333,2007-10-08,4.66666666666667,2007,281,1743.74540006833,0.0144852560786342,0.908949818934299
"138","Othello",46.9465727272727,-119.008827781818,2007-10-08,5.75757575757576,2007,281,1563.93745964919,0.0297948097466714,0.63911337045249
"139","Quincy",47.0975097225,-119.64105,2007-10-08,4.5,2007,281,1600.89662654538,0.0207293666026871,0.652591170825336
"140","Royal City",46.925333334,-119.53401668,2007-10-08,0.6,2007,281,1632.05599793097,0.00281822451855331,0.817754814466886
"141","Basin City",46.6073027775,-119.178252775,2007-10-15,6.41666666666667,2007,288,1687.53291215644,0.0228486646884273,0.907121661721068
"142","Mattawa",46.7203222216667,-119.712027783333,2007-10-15,3.66666666666667,2007,288,1769.21085690362,0.0113812726332126,0.920331091567512
"143","Othello",46.9465727272727,-119.008827781818,2007-10-15,20.5757575757576,2007,288,1588.89462253173,0.106477241147315,0.745590611599805
"144","Quincy",47.0975097225,-119.64105,2007-10-15,17.1666666666667,2007,288,1622.7166855444,0.0790786948176583,0.731669865642994
"145","Royal City",46.925333334,-119.53401668,2007-10-15,8.2,2007,288,1655.22504343197,0.0385157350868953,0.856270549553781
"146","Basin City",46.6073027775,-119.178252775,2007-10-22,13.4166666666667,2007,295,1702.21595662933,0.0477744807121662,0.954896142433235
"147","Mattawa",46.7203222216667,-119.712027783333,2007-10-22,8.16666666666667,2007,295,1784.30867835823,0.0253491981376099,0.945680289705122
"148","Othello",46.9465727272727,-119.008827781818,2007-10-22,14.1935483870968,2007,295,1600.10586093297,0.0734500233483309,0.819040634948136
"149","Quincy",47.0975097225,-119.64105,2007-10-22,14,2007,295,1632.60374974023,0.0644913627639155,0.79616122840691
"150","Royal City",46.925333334,-119.53401668,2007-10-22,14.4,2007,295,1667.13694974162,0.0676373884452795,0.923907937999061
"151","Basin City",46.6073027775,-119.178252775,2007-10-31,12.6666666666667,2007,304,1716.3761555086,0.0451038575667656,1
"152","Mattawa",46.7203222216667,-119.712027783333,2007-10-31,17.5,2007,304,1798.70739614335,0.0543197102948784,1
"153","Othello",46.9465727272727,-119.008827781818,2007-10-31,34.96875,2007,304,1613.52190876188,0.180959365051864,1
"154","Quincy",47.0975097225,-119.64105,2007-10-31,44.25,2007,304,1643.73592739302,0.20383877159309,1
"155","Royal City",46.925333334,-119.53401668,2007-10-31,16.2,2007,304,1679.50670463832,0.0760920620009394,1
"156","Basin City",46.498350833,-119.14742833,2008-04-07,0,2008,98,61.338778533811,0,0
"157","Mattawa",46.7203222216667,-119.712027783333,2008-04-07,0,2008,98,80.1679824122861,0,0
"158","Othello",46.9465727272727,-119.008827781818,2008-04-07,0.0909090909090909,2008,98,63.3271440763967,0.000855302429593464,0.000855302429593464
"159","Paterson",46.02508333,-119.2270333,2008-04-07,0,2008,98,32.2135342350316,0,0
"160","Quincy",47.0975097225,-119.64105,2008-04-07,0.0833333333333333,2008,98,59.3071673306243,0.000556173526140156,0.000556173526140156
"161","Royal City",46.925333334,-119.53401668,2008-04-07,0,2008,98,65.9847000339474,0,0
"162","Snake River",46.24763889,-118.99655,2008-04-07,0,2008,98,40.6567651187489,0,0
"163","Basin City",46.498350833,-119.14742833,2008-04-13,0.05,2008,104,76.0039633794626,0.000559752792217145,0.000559752792217145
"164","Mattawa",46.7203222216667,-119.712027783333,2008-04-13,0,2008,104,92.3513692205429,0,0
"165","Othello",46.9465727272727,-119.008827781818,2008-04-13,0.0625,2008,104,73.1228004068317,0.000588020420345507,0.00144332284993897
"166","Paterson",46.02508333,-119.2270333,2008-04-13,0,2008,104,50.3721271954577,0,0
"167","Quincy",47.0975097225,-119.64105,2008-04-13,0.166666666666667,2008,104,68.6423096958235,0.00111234705228031,0.00166852057842047
"168","Royal City",46.925333334,-119.53401668,2008-04-13,0.4,2008,104,76.3420108076628,0.0022271714922049,0.0022271714922049
"169","Snake River",46.24763889,-118.99655,2008-04-13,0,2008,104,60.0707017626855,0,0
"170","Basin City",46.498350833,-119.14742833,2008-04-20,0,2008,111,87.5962009505189,0,0.000559752792217145
"171","Mattawa",46.7203222216667,-119.712027783333,2008-04-20,0,2008,111,106.529893773012,0,0
"172","Othello",46.9465727272727,-119.008827781818,2008-04-20,0.0909090909090909,2008,111,83.1475917188404,0.000855302429593464,0.00229862527953243
"173","Paterson",46.02508333,-119.2270333,2008-04-20,1,2008,111,58.0258288984615,0.0285714285714286,0.0285714285714286
"174","Quincy",47.0975097225,-119.64105,2008-04-20,0,2008,111,79.6171593752681,0,0.00166852057842047
"175","Royal City",46.925333334,-119.53401668,2008-04-20,0,2008,111,88.0732038681187,0,0.0022271714922049
"176","Snake River",46.24763889,-118.99655,2008-04-20,0,2008,111,70.4377622019725,0,0
"177","Basin City",46.498350833,-119.14742833,2008-04-27,0.1,2008,118,112.870286593643,0.00111950558443429,0.00167925837665143
"178","Mattawa",46.7203222216667,-119.712027783333,2008-04-27,0,2008,118,142.197471465238,0,0
"179","Othello",46.9465727272727,-119.008827781818,2008-04-27,0.0303030303030303,2008,118,110.943066013487,0.000285100809864488,0.00258372608939692
"180","Paterson",46.02508333,-119.2270333,2008-04-27,0,2008,118,71.387054264651,0,0.0285714285714286
"181","Quincy",47.0975097225,-119.64105,2008-04-27,0,2008,118,109.805140008814,0,0.00166852057842047
"182","Royal City",46.925333334,-119.53401668,2008-04-27,0,2008,118,119.475773796678,0,0.0022271714922049
"183","Snake River",46.24763889,-118.99655,2008-04-27,0,2008,118,85.8895396116766,0,0
"184","Basin City",46.498350833,-119.14742833,2008-05-04,0.15,2008,125,135.473166596587,0.00167925837665143,0.00335851675330287
"185","Mattawa",46.7203222216667,-119.712027783333,2008-05-04,0,2008,125,165.698123407197,0,0
"186","Othello",46.9465727272727,-119.008827781818,2008-05-04,0.0606060606060606,2008,125,129.237140759772,0.000570201619728976,0.0031539277091259
"187","Paterson",46.02508333,-119.2270333,2008-05-04,0,2008,125,93.4378411095485,0,0.0285714285714286
"188","Quincy",47.0975097225,-119.64105,2008-05-04,0,2008,125,129.052918148134,0,0.00166852057842047
"189","Royal City",46.925333334,-119.53401668,2008-05-04,0,2008,125,139.712317917479,0,0.0022271714922049
"190","Snake River",46.24763889,-118.99655,2008-05-04,0.333333333333333,2008,125,110.904506198746,0.00373134328358209,0.00373134328358209
"191","Basin City",46.498350833,-119.14742833,2008-05-11,0.105263157894737,2008,132,181.1109108606,0.00117842693098346,0.00453694368428633
"192","Mattawa",46.7203222216667,-119.712027783333,2008-05-11,0,2008,132,223.790923040335,0,0
"193","Othello",46.9465727272727,-119.008827781818,2008-05-11,0,2008,132,179.733490483666,0,0.0031539277091259
"194","Paterson",46.02508333,-119.2270333,2008-05-11,0,2008,132,122.840046577483,0,0.0285714285714286
"195","Quincy",47.0975097225,-119.64105,2008-05-11,0,2008,132,180.967452528888,0,0.00166852057842047
"196","Royal City",46.925333334,-119.53401668,2008-05-11,0.4,2008,132,193.087526383948,0.0022271714922049,0.0044543429844098
"197","Snake River",46.24763889,-118.99655,2008-05-11,1,2008,132,143.551630066008,0.0111940298507463,0.0149253731343284
"198","Basin City",46.498350833,-119.14742833,2008-05-18,0.1,2008,139,236.72162233646,0.00111950558443429,0.00565644926872062
"199","Mattawa",46.7203222216667,-119.712027783333,2008-05-18,1,2008,139,275.433600325172,0.00422892585283338,0.00422892585283338
"200","Othello",46.9465727272727,-119.008827781818,2008-05-18,0.181818181818182,2008,139,227.752160505148,0.00171060485918693,0.00486453256831283
"201","Paterson",46.02508333,-119.2270333,2008-05-18,0,2008,139,184.437384191785,0,0.0285714285714286
"202","Quincy",47.0975097225,-119.64105,2008-05-18,0.333333333333333,2008,139,227.588694074482,0.00222469410456062,0.00389321468298109
"203","Royal City",46.925333334,-119.53401668,2008-05-18,1.2,2008,139,240.946419525094,0.0066815144766147,0.0111358574610245
"204","Snake River",46.24763889,-118.99655,2008-05-18,0,2008,139,206.266565598754,0,0.0149253731343284
"205","Basin City",46.498350833,-119.14742833,2008-05-28,0.85,2008,149,306.448112494133,0.00951579746769146,0.0151722467364121
"206","Mattawa",46.7203222216667,-119.712027783333,2008-05-28,7.83333333333333,2008,149,346.339828294477,0.0331265858471948,0.0373555117000282
"207","Othello",46.9465727272727,-119.008827781818,2008-05-28,0.242424242424242,2008,149,285.896400398606,0.0022808064789159,0.00714533904722873
"208","Paterson",46.02508333,-119.2270333,2008-05-28,1,2008,149,256.325242697849,0.0285714285714286,0.0571428571428571
"209","Quincy",47.0975097225,-119.64105,2008-05-28,1.08333333333333,2008,149,289.884381923304,0.00723025583982202,0.0111234705228031
"210","Royal City",46.925333334,-119.53401668,2008-05-28,7,2008,149,305.118634184074,0.0389755011135857,0.0501113585746102
"211","Snake River",46.24763889,-118.99655,2008-05-28,0.666666666666667,2008,149,283.49521214137,0.00746268656716418,0.0223880597014925
"212","Basin City",46.498350833,-119.14742833,2008-06-04,2.85,2008,156,376.09714790296,0.0319059091563773,0.0470781558927893
"213","Mattawa",46.7203222216667,-119.712027783333,2008-06-04,2.5,2008,156,431.175184458831,0.0105723146320835,0.0479278263321116
"214","Othello",46.9465727272727,-119.008827781818,2008-06-04,0.484848484848485,2008,156,365.816227092036,0.00456161295783181,0.0117069520050605
"215","Paterson",46.02508333,-119.2270333,2008-06-04,0,2008,156,300.388735667784,0,0.0571428571428571
"216","Quincy",47.0975097225,-119.64105,2008-06-04,4.66666666666667,2008,156,369.930286974816,0.0311457174638487,0.0422691879866518
"217","Royal City",46.925333334,-119.53401668,2008-06-04,10,2008,156,385.72576670076,0.0556792873051225,0.105790645879733
"218","Snake River",46.24763889,-118.99655,2008-06-04,2,2008,156,334.074726620547,0.0223880597014925,0.0447761194029851
"219","Basin City",46.498350833,-119.14742833,2008-06-11,2.7,2008,163,416.205800621983,0.0302266507797258,0.0773048066725152
"220","Mattawa",46.7203222216667,-119.712027783333,2008-06-11,3.5,2008,163,477.693533859746,0.0148012404849168,0.0627290668170285
"221","Othello",46.9465727272727,-119.008827781818,2008-06-11,0.666666666666667,2008,163,405.146994705866,0.00627221781701874,0.0179791698220793
